"Fofunkcio";"Funkcio";"Fejezet";"Cim";"Alcim";"Jogcim1";"Jogcim2";"Ecs";"Ke";"Nev";"Kiadas";"Bevetel";"Tamogatas";"Oszlop";"AHTT"
"F05";"F05e";"FJ20";8;0;0;0;1;3;"Dologi kiadások";731,3;;;3;333773
"F05";"F05e";"FJ20";8;0;0;0;2;0;"Felhalmozási költségvetés";;;;2;333773
"F05";"F05e";"FJ20";8;0;0;0;2;6;"Beruházások";80,9;;;3;333773
"F05";"F05e";"FJ20";8;0;0;0;2;7;"Felújítások";35;;;3;333773
"F04";"F04d";"FJ20";9;0;0;0;0;0;"Türr István Képző és Kutató Intézet";;7450;846,5;1;4624
"F04";"F04d";"FJ20";9;0;0;0;1;0;"Működési költségvetés";;;;2;4624
"F04";"F04d";"FJ20";9;0;0;0;1;1;"Személyi juttatások";3647,3;;;3;4624
"F04";"F04d";"FJ20";9;0;0;0;1;2;"Munkaadókat terhelő járulékok és szociális hozzájárulási adó";915;;;3;4624
"F04";"F04d";"FJ20";9;0;0;0;1;3;"Dologi kiadások";1284,2;;;3;4624
"F04";"F04d";"FJ20";9;0;0;0;2;0;"Felhalmozási költségvetés";;;;2;4624
"F04";"F04d";"FJ20";9;0;0;0;2;6;"Beruházások";450;;;3;4624
"F04";"F04d";"FJ20";9;0;0;0;2;7;"Felújítások";2000;;;3;4624
"F05";"F05a";"FJ20";10;0;0;0;0;0;"Gyógyító-megelőző ellátás szakintézetei";;;;1;2972
"F05";"F05e";"FJ20";10;1;0;0;0;0;"Gyógyszerészeti és Egészségügyi Minőség- és Szervezetfejlesztési Intézet";;3304,9;4078,1;2;331651
"F05";"F05e";"FJ20";10;1;0;0;1;0;"Működési költségvetés";;;;3;331651
"F05";"F05e";"FJ20";10;1;0;0;1;1;"Személyi juttatások";4466,5;;;4;331651
"F05";"F05e";"FJ20";10;1;0;0;1;2;"Munkaadókat terhelő járulékok és szociális hozzájárulási adó";1060;;;4;331651
"F05";"F05e";"FJ20";10;1;0;0;1;3;"Dologi kiadások";1756,5;;;4;331651
"F05";"F05e";"FJ20";10;1;0;0;2;0;"Felhalmozási költségvetés";;;;3;331651
"F05";"F05e";"FJ20";10;1;0;0;2;6;"Beruházások";100;;;4;331651
"F05";"F05a";"FJ20";10;2;0;0;0;0;"Gyógyító-megelőző ellátás intézetei";;508332,7;982,9;2;331662
"F05";"F05a";"FJ20";10;2;0;0;1;0;"Működési költségvetés";;;;3;331662
"F05";"F05a";"FJ20";10;2;0;0;1;1;"Személyi juttatások";221344,9;;;4;331662
"F05";"F05a";"FJ20";10;2;0;0;1;2;"Munkaadókat terhelő járulékok és szociális hozzájárulási adó";59655;;;4;331662
"F05";"F05a";"FJ20";10;2;0;0;1;3;"Dologi kiadások";219396,4;;;4;331662
"F05";"F05a";"FJ20";10;2;0;0;1;4;"Ellátottak pénzbeli juttatásai";56,7;;;4;331662
"F05";"F05a";"FJ20";10;2;0;0;1;5;"Egyéb működési célú kiadások";590,6;;;4;331662
"F05";"F05a";"FJ20";10;2;0;0;2;0;"Felhalmozási költségvetés";;;;3;331662
"F05";"F05a";"FJ20";10;2;0;0;2;6;"Beruházások";6977,4;;;4;331662
"F05";"F05a";"FJ20";10;2;0;0;2;7;"Felújítások";1245,7;;;4;331662
"F05";"F05a";"FJ20";10;2;0;0;2;8;"Egyéb felhalmozási célú kiadások";48,9;;;4;331662
"F08";"F08b";"FJ20";11;0;0;0;0;0;"Közgyűjtemények";;4711,3;12365,5;1;218672
"F08";"F08b";"FJ20";11;0;0;0;1;0;"Működési költségvetés";;;;2;218672
"F08";"F08b";"FJ20";11;0;0;0;1;1;"Személyi juttatások";8267,1;;;3;218672
"F08";"F08b";"FJ20";11;0;0;0;1;2;"Munkaadókat terhelő járulékok és szociális hozzájárulási adó";2255,7;;;3;218672
"F08";"F08b";"FJ20";11;0;0;0;1;3;"Dologi kiadások";5669,8;;;3;218672
"F08";"F08b";"FJ20";11;0;0;0;1;5;"Egyéb működési célú kiadások";6,1;;;3;218672
"F08";"F08b";"FJ20";11;0;0;0;2;0;"Felhalmozási költségvetés";;;;2;218672
"F08";"F08b";"FJ20";11;0;0;0;2;6;"Beruházások";741,2;;;3;218672
"F08";"F08b";"FJ20";11;0;0;0;2;7;"Felújítások";136,9;;;3;218672
"F08";"F08b";"FJ20";12;0;0;0;0;0;"Művészeti intézmények";;5840;10672,1;1;218605
"F08";"F08b";"FJ20";12;0;0;0;1;0;"Működési költségvetés";;;;2;218605
"F08";"F08b";"FJ20";12;0;0;0;1;1;"Személyi juttatások";7604,8;;;3;218605
"F08";"F08b";"FJ20";12;0;0;0;1;2;"Munkaadókat terhelő járulékok és szociális hozzájárulási adó";2034,5;;;3;218605
"F08";"F08b";"FJ20";12;0;0;0;1;3;"Dologi kiadások";5998,9;;;3;218605
"F08";"F08b";"FJ20";12;0;0;0;1;5;"Egyéb működési célú kiadások";0,5;;;3;218605
"F08";"F08b";"FJ20";12;0;0;0;2;0;"Felhalmozási költségvetés";;;;2;218605
"F08";"F08b";"FJ20";12;0;0;0;2;6;"Beruházások";773,4;;;3;218605
"F08";"F08b";"FJ20";12;0;0;0;2;7;"Felújítások";100;;;3;218605
"F08";"F08a";"FJ20";13;0;0;0;0;0;"Sportintézmények";;;;1;258612
"F08";"F08a";"FJ20";13;2;0;0;0;0;"Nemzeti Sportközpontok";;2500;4517,6;2;298224
"F08";"F08a";"FJ20";13;2;0;0;1;0;"Működési költségvetés";;;;3;298224
"F08";"F08a";"FJ20";13;2;0;0;1;1;"Személyi juttatások";1943,7;;;4;298224
"F08";"F08a";"FJ20";13;2;0;0;1;2;"Munkaadókat terhelő járulékok és szociális hozzájárulási adó";542,2;;;4;298224
"F08";"F08a";"FJ20";13;2;0;0;1;3;"Dologi kiadások";3299,1;;;4;298224
"F08";"F08a";"FJ20";13;2;0;0;2;0;"Felhalmozási költségvetés";;;;3;298224
"F08";"F08a";"FJ20";13;2;0;0;2;6;"Beruházások";1232,6;;;4;298224
"F05";"F05a";"FJ20";14;0;0;0;0;0;"Országos Mentőszolgálat";;32727,7;633;1;2994
"F05";"F05a";"FJ20";14;0;0;0;1;0;"Működési költségvetés";;;;2;2994
"F05";"F05a";"FJ20";14;0;0;0;1;1;"Személyi juttatások";20023,3;;;3;2994
"F05";"F05a";"FJ20";14;0;0;0;1;2;"Munkaadókat terhelő járulékok és szociális hozzájárulási adó";5593,6;;;3;2994
"F05";"F05a";"FJ20";14;0;0;0;1;3;"Dologi kiadások";7493,8;;;3;2994
"F05";"F05a";"FJ20";14;0;0;0;2;0;"Felhalmozási költségvetés";;;;2;2994
"F05";"F05a";"FJ20";14;0;0;0;2;6;"Beruházások";250;;;3;2994
"F08";"F08b";"FJ20";15;0;0;0;0;0;"Design Terminál Nemzeti Kreatívipari Központ";;70,8;594,3;1;343228
"F08";"F08b";"FJ20";15;0;0;0;1;0;"Működési költségvetés";;;;2;343228
"F08";"F08b";"FJ20";15;0;0;0;1;1;"Személyi juttatások";250;;;3;343228
"F08";"F08b";"FJ20";15;0;0;0;1;2;"Munkaadókat terhelő járulékok és szociális hozzájárulási adó";67,5;;;3;343228
"F08";"F08b";"FJ20";15;0;0;0;1;3;"Dologi kiadások";287,6;;;3;343228
"F08";"F08b";"FJ20";15;0;0;0;2;0;"Felhalmozási költségvetés";;;;2;343228
"F08";"F08b";"FJ20";15;0;0;0;2;6;"Beruházások";60;;;3;343228
"F05";"F05d";"FJ20";16;0;0;0;0;0;"Országos Tisztifőorvosi Hivatal és intézményei, valamint egyéb népegészségügyi intézetek";;2754,1;12655,1;1;2950
"F05";"F05d";"FJ20";16;0;0;0;1;0;"Működési költségvetés";;;;2;2950
"F05";"F05d";"FJ20";16;0;0;0;1;1;"Személyi juttatások";4114,8;;;3;2950
"F05";"F05d";"FJ20";16;0;0;0;1;2;"Munkaadókat terhelő járulékok és szociális hozzájárulási adó";1083,6;;;3;2950
"F05";"F05d";"FJ20";16;0;0;0;1;3;"Dologi kiadások";9831,1;;;3;2950
"F05";"F05d";"FJ20";16;0;0;0;1;5;"Egyéb működési célú kiadások";285,8;;;3;2950
"F05";"F05d";"FJ20";16;0;0;0;2;0;"Felhalmozási költségvetés";;;;2;2950
"F05";"F05d";"FJ20";16;0;0;0;2;6;"Beruházások";88,6;;;3;2950
"F05";"F05d";"FJ20";16;0;0;0;2;7;"Felújítások";5,3;;;3;2950
"F05";"F05d";"FJ20";17;0;0;0;0;0;"Országos Vérellátó Szolgálat";;12130,5;1643,3;1;233507
"F05";"F05d";"FJ20";17;0;0;0;1;0;"Működési költségvetés";;;;2;233507
"F05";"F05d";"FJ20";17;0;0;0;1;1;"Személyi juttatások";4234,6;;;3;233507
"F05";"F05d";"FJ20";17;0;0;0;1;2;"Munkaadókat terhelő járulékok és szociális hozzájárulási adó";1073,9;;;3;233507
"F05";"F05d";"FJ20";17;0;0;0;1;3;"Dologi kiadások";7915,3;;;3;233507
"F05";"F05d";"FJ20";17;0;0;0;2;0;"Felhalmozási költségvetés";;;;2;233507
"F05";"F05d";"FJ20";17;0;0;0;2;6;"Beruházások";480;;;3;233507
"F05";"F05d";"FJ20";17;0;0;0;2;7;"Felújítások";70;;;3;233507
"F04";"F04d";"FJ20";18;0;0;0;0;0;"Klebelsberg Intézményfenntartó Központ";;12000;532716,1;1;334484
"F04";"F04d";"FJ20";18;0;0;0;1;0;"Működési költségvetés";;;;2;334484
"F04";"F04d";"FJ20";18;0;0;0;1;1;"Személyi juttatások";386868,7;;;3;334484
"F04";"F04d";"FJ20";18;0;0;0;1;2;"Munkaadókat terhelő járulékok és szociális hozzájárulási adó";104415,3;;;3;334484
"F04";"F04d";"FJ20";18;0;0;0;1;3;"Dologi kiadások";53432,1;;;3;334484
"F01";"F01b";"FJ20";19;0;0;0;0;0;"Emberi Erőforrás Támogatáskezelő";;26;989,1;1;338139
"F01";"F01b";"FJ20";19;0;0;0;1;0;"Működési költségvetés";;;;2;338139
"F01";"F01b";"FJ20";19;0;0;0;1;1;"Személyi juttatások";630,4;;;3;338139
"F01";"F01b";"FJ20";19;0;0;0;1;2;"Munkaadókat terhelő járulékok és szociális hozzájárulási adó";167,6;;;3;338139
"F01";"F01b";"FJ20";19;0;0;0;1;3;"Dologi kiadások";217,1;;;3;338139
"F16";"F16";"FJ20";20;0;0;0;0;0;"Fejezeti kezelésű előirányzatok";;;;1;5412
"F16";"F16";"FJ20";20;2;0;0;0;0;"Normatív finanszírozás";;;;2;5708
"F04";"F04c";"FJ20";20;2;2;0;0;0;"Nem állami felsőoktatási intézmények támogatása";16946,8;;16946,8;3;333795
"F04";"F04b";"FJ20";20;2;3;0;0;0;"Köznevelési célú humánszolgáltatás és működési támogatás";167574,6;;167574,6;3;244234
"F04";"F04d";"FJ20";20;2;4;0;0;0;"Hit- és erkölcstan oktatás és tankönyvtámogatás";1992,1;;1992,1;3;343328
"F04";"F04b";"FJ20";20;2;5;0;0;0;"Köznevelési szerződések";4000;;4000;3;348728
"F16";"F16";"FJ20";20;3;0;0;0;0;"Felsőoktatási feladatok támogatása";;;;2;198620
"F04";"F04c";"FJ20";20;3;1;0;0;0;"Felsőoktatás speciális feladatai";418,6;;418,6;3;302891
"F04";"F04c";"FJ20";20;3;2;0;0;0;"Lakitelek Népfőiskola támogatása";300;;300;3;297424
"F04";"F04c";"FJ20";20;3;3;0;0;0;"Kiválósági támogatások";9850;;9850;3;338539
"F04";"F04c";"FJ20";20;3;4;0;0;0;"Felsőoktatási Struktúraátalakítási Alap";9194,1;;9194,1;3;340639
"F04";"F04c";"FJ20";20;3;5;0;0;0;"Francia Egyetem kialakítása a Szegedi Tudományegyetemen";40;;40;3;348651
"F16";"F16";"FJ20";20;4;0;0;0;0;"Köznevelési feladatok támogatása";;;;2;198619
"F04";"F04d";"FJ20";20;4;4;0;0;0;"Köznevelés speciális feladatainak támogatása";71,7;;71,7;3;255656
"F04";"F04d";"FJ20";20;4;5;0;0;0;"Nemzeti Tehetség Program";2816,2;;2816,2;3;282178
"F04";"F04d";"FJ20";20;4;8;0;0;0;"Szakmai, tanügy-igazgatási informatikai feladatok támogatása";440;;440;3;338495
"F04";"F04d";"FJ20";20;4;11;0;0;0;"Kislétszámú hit- és erkölcstan oktatás kiegészítő támogatása";400;;400;3;343617
"F04";"F04d";"FJ20";20;4;12;0;0;0;"Erzsébet program támogatása";4500;;4500;3;348573
"F16";"F16";"FJ20";20;5;0;0;0;0;"Egyéb feladatok támogatása";;;;2;198642
"F16";"F16";"FJ20";20;5;1;0;0;0;"I. világháborús centenáriumi megemlékezések";500;;500;3;349428
"F04";"F04d";"FJ20";20;5;18;0;0;0;"Határon túli oktatási és kulturális feladatok támogatása";;;;3;270190
"F04";"F04d";"FJ20";20;5;18;1;0;0;"Határon túli felsőoktatási feladatok támogatása";351,4;;351,4;4;295002
"F08";"F08b";"FJ20";20;5;18;2;0;0;"Határon túli kulturális feladatok támogatása";42,6;;42,6;4;295013
"F08";"F08f";"FJ20";20;5;18;3;0;0;"Határtalanul! program támogatása";1227,6;;1227,6;4;343762
"F04";"F04d";"FJ20";20;5;18;4;0;0;"Határon túli köznevelési feladatok támogatása";281,6;;281,6;4;348662
"F13";"F13b";"FJ20";20;5;19;0;0;0;"Szociális ágazati fejlesztések, szolgáltatások és programok támogatása";35,3;;35,3;3;271512
"F01";"F01c";"FJ20";20;8;0;0;0;0;"Nemzetközi kulturális és oktatási kapcsolatok programjai";;;;2;222947
"F04";"F04d";"FJ20";20;8;1;0;0;0;"Nemzetközi kétoldalú oktatási és képzési programok";155,8;;155,8;3;302913
"F04";"F04d";"FJ20";20;8;2;0;0;0;"Európai Uniós és nemzetközi oktatási és képzési programok";300,7;;300,7;3;302924
"F04";"F04d";"FJ20";20;8;5;0;0;0;"Kétoldalú munkatervi feladatok";;;;3;244289
"F08";"F08b";"FJ20";20;8;5;2;0;0;"Kétoldalú kulturális munkatervi feladatok";4;;4;4;295035
"F08";"F08b";"FJ20";20;8;10;0;0;0;"Kulturális és oktatási szakdiplomáciai feladatok";;;;3;255912
"F08";"F08b";"FJ20";20;8;10;2;0;0;"Kulturális szakdiplomáciai feladatok";10,4;;10,4;4;295079
"F04";"F04d";"FJ20";20;9;0;0;0;0;"EU-tagsággal kapcsolatos feladatok";;;;2;255989
"F08";"F08b";"FJ20";20;9;6;0;0;0;"EU-tagságból eredő együttműködések";;;;3;264234
"F08";"F08b";"FJ20";20;9;6;2;0;0;"EU-tagságból eredő kulturális együttműködések";12,3;;12,3;4;295080
"F16";"F16";"FJ20";20;11;0;0;0;0;"Kulturális feladatok és szervezetek támogatása";;;;2;256078
"F08";"F08b";"FJ20";20;11;1;0;0;0;"Filmszakmai támogatások";69,8;;69,8;3;295102
"F08";"F08b";"FJ20";20;11;3;0;0;0;"Az Ópusztaszeri Nemzeti Történeti Emlékpark támogatása";228,8;;228,8;3;297435
"F08";"F08b";"FJ20";20;11;17;0;0;0;"Liszt Ferenc Zeneművészeti Egyetem (Zeneakadémia) történeti orgonáinak restaurálása";400;;400;3;338328
"F08";"F08b";"FJ20";20;11;18;0;0;0;"Zeneakadémia működésének kiegészítő támogatása";500;;500;3;338506
"F13";"F13b";"FJ20";20;11;20;0;0;0;"A 2015. évi Milánói Világkiállításon való részvételhez kapcsolódó feladatok";704;;704;3;341240
"F16";"F16";"FJ20";20;12;0;0;0;0;"Közkultúra, kulturális vidékfejlesztés és nemzetiségi kultúra";;;;2;256167
"F08";"F08b";"FJ20";20;12;7;0;0;0;"Közkultúra, kulturális vidékfejlesztés és nemzetiségi kultúra támogatása";;;;3;271478
"F08";"F08b";"FJ20";20;12;7;1;0;0;"Közgyűjteményi szakmai feladatok - közgyűjtemények nemzeti értékmentő programja";262,1;;262,1;4;295124
"F08";"F08b";"FJ20";20;12;7;2;0;0;"Közművelődési szakmai feladatok";583,8;;583,8;4;295135
"F08";"F08b";"FJ20";20;13;0;0;0;0;"Művészeti tevékenységek";;;;2;256245
"F08";"F08b";"FJ20";20;13;4;0;0;0;"Művészeti tevékenységek és egyéb fejezeti feladatok támogatása";1293,9;;1293,9;3;271489
"F08";"F08b";"FJ20";20;13;5;0;0;0;"Előadóművészeti törvény végrehajtásából adódó feladatok  (működési és művészeti pályázatok)";1386,2;;1386,2;3;284867
"F08";"F08b";"FJ20";20;13;9;0;0;0;"Közkönyvtári kölcsönzési jogdíjak";79,2;;79,2;3;331606
"F08";"F08b";"FJ20";20;13;10;0;0;0;"Művészeti nyugdíjsegélyek megtérítése";1555;;1555;3;302180
"F08";"F08b";"FJ20";20;13;11;0;0;0;"A Budapesti Tavaszi Fesztivál és a Budapesti Őszi Fesztivál megrendezésének támogatása";1529,2;;1529,2;3;343339
"F08";"F08b";"FJ20";20;13;12;0;0;0;"Egyéb színházi támogatások";55,8;;55,8;3;343340
"F05";"F05e";"FJ20";20;14;0;0;0;0;"A kábítószer-fogyasztás megelőzésével kapcsolatos feladatok";355;;355;2;228653
"F08";"F08a";"FJ20";20;15;0;0;0;0;"Gyermek és ifjúsági szakmai feladatok";;;;2;228664
"F08";"F08a";"FJ20";20;15;3;0;0;0;"Ifjúságpolitikai feladatok támogatása";;;;3;279845
"F08";"F08a";"FJ20";20;15;3;2;0;0;"Gyermek és ifjúsági szakmafejlesztési célok";28,7;;28,7;4;277201
"F08";"F08f";"FJ20";20;15;3;3;0;0;"Báthory István Magyar-Litván Együttműködési Alap";3;;3;4;343351
"F08";"F08f";"FJ20";20;15;3;4;0;0;"Gyermek és Ifjúsági Alapprogram támogatása";65;;65;4;31831
"F06";"F06g";"FJ20";20;15;3;5;0;0;"Új Nemzedék Központ Nonprofit Közhasznú Kft. támogatása";170,4;;170,4;4;348762
"F06";"F06g";"FJ20";20;16;0;0;0;0;"Szociális szolgáltatások és egyéb szociális feladatok támogatása";;;;2;265501
"F06";"F06g";"FJ20";20;16;1;0;0;0;"Szociális és gyermekjóléti szolgáltatások fejlesztése, szakmai feladatok támogatása";42,9;;42,9;3;271256
"F06";"F06g";"FJ20";20;16;3;0;0;0;"Család- és ifjúságügyi fejlesztések, szolgáltatások és programok támogatása";35,3;;35,3;3;348673
"F06";"F06g";"FJ20";20;16;6;0;0;0;"Családpolitikai Programok";1113;;1113;3;296513
"F06";"F06g";"FJ20";20;16;7;0;0;0;"Családpolitikai célú pályázatok";83;;83;3;296524
"F06";"F06g";"FJ20";20;16;8;0;0;0;"Család- és ifjúságügyi szolgáltatások fejlesztése, szakmai feladatok támogatása";25;;25;3;348684
"F16";"F16";"FJ20";20;17;0;0;0;0;"Egyes szociális pénzbeli támogatások";;;;2;243145
"F06";"F06f";"FJ20";20;17;1;0;0;0;"Gyermekvédelmi Lakás Alap";1540;;1540;3;59811
"F06";"F06f";"FJ20";20;17;6;0;0;0;"Mozgáskorlátozottak szerzési és átalakítási támogatása";900;;900;3;258545
"F06";"F06e";"FJ20";20;17;7;0;0;0;"GYES-en és GYED-en lévők hallgatói hitelének célzott támogatása";690;;690;3;243156
"F06";"F06g";"FJ20";20;18;0;0;0;0;"Gyermekvédelmi szolgáltatások fejlesztése";115;;115;2;268990
"F16";"F16";"FJ20";20;19;0;0;0;0;"Szociális célú humánszolgáltatások";;;;2;266190
"F06";"F06g";"FJ20";20;19;1;0;0;0;"Szociális célú nem állami humánszolgáltatások támogatása";77763,1;;77763,1;3;244201
"F06";"F06g";"FJ20";20;19;4;0;0;0;"Támogató szolgáltatások, közösségi ellátások, utcai szociális munka, krízisközpont és a Biztos Kezdet Gyerekház finanszírozása";5808,7;;5808,7;3;281334
"F06";"F06g";"FJ20";20;19;7;0;0;0;"Szociális, gyermekjóléti és gyermekvédelmi feladatok ellátási szerződésekkel történő finanszírozása";528,9;;528,9;3;343640
"F06";"F06g";"FJ20";20;19;8;0;0;0;"Szociális humánszolgáltatók részére biztosított szociális- és gyermekvédelmi ágazati pótlék";3154,5;;3154,5;3;346473
"F06";"F06g";"FJ20";20;19;9;0;0;0;"Állami és köztestületi szociális intézmények részére biztosított ágazati pótlék";5;;5;3;349140
"F16";"F16";"FJ20";20;20;0;0;0;0;"Társadalmi kohéziót erősítő tárcaközi integrációs szociális programok";;;;2;255667
"F06";"F06g";"FJ20";20;20;3;0;0;0;"Család, esélyteremtési és önkéntes házak, továbbá egyéb esélyteremtési programok támogatása";165,6;;165,6;3;294613
"F06";"F06g";"FJ20";20;20;6;0;0;0;"Fogyatékos személyek esélyegyenlőségét elősegítő programok támogatása";112,6;;112,6;3;281367
"F06";"F06g";"FJ20";20;20;8;0;0;0;"Jelnyelvi tolmácsszolgáltatás és elemi látásrehabilitáció támogatása";509,6;;509,6;3;298246
"F06";"F06g";"FJ20";20;20;12;0;0;0;"Hajléktalanokhoz kapcsolódó közfeladatok ellátása";450,9;;450,9;3;304168
"F06";"F06g";"FJ20";20;20;13;0;0;0;"Autista otthonok, értelmi sérült és halmozottan fogyatékosokat ellátó lakóotthonok támogatása";190;;190;3;304157
"F16";"F16";"FJ20";20;22;0;0;0;0;"Egészségügyi ágazati előirányzatok";;;;2;3056
"F05";"F05e";"FJ20";20;22;2;0;0;0;"Egészségügyi ellátási és fejlesztési feladatok";201,6;;201,6;3;263978
"F05";"F05e";"FJ20";20;22;3;0;0;0;"Légimentés eszközpark bérlésével összefüggő kiadások";2087,2;;2087,2;3;270801
"F05";"F05e";"FJ20";20;22;6;0;0;0;"Nem központi fenntartású Egészségfejlesztési Irodák támogatása";535,1;;535,1;3;349584
"F05";"F05e";"FJ20";20;22;13;0;0;0;"Kisforgalmú gyógyszertárak működtetési támogatása";700;;700;3;271889
"F05";"F05e";"FJ20";20;22;19;0;0;0;"Patika hitelprogram kamattámogatása";370;;370;3;343373
"F05";"F05a";"FJ20";20;22;20;0;0;0;"Egészségügyi szakképzési (rezidens) rendszer működésének támogatása";3926,7;;3926,7;3;302991
"F05";"F05e";"FJ20";20;22;24;0;0;0;"Egészségügyi intézmények rendkívüli támogatása";5510,2;5510,2;;3;343684
"F16";"F16";"FJ20";20;23;0;0;0;0;"Sporttevékenység támogatása";;;;2;256589
"F08";"F08a";"FJ20";20;23;4;0;0;0;"Versenysport támogatása";672,1;;672,1;3;25155
"F08";"F08a";"FJ20";20;23;5;0;0;0;"Országos sportági szakszövetségek akadémia rendszerének kialakítása, továbbá az MLSZ feladatainak támogatása";1704,8;;1704,8;3;297446
"F16";"F16";"FJ20";20;23;6;0;0;0;"Az olimpiai mozgalommal összefüggő, valamint egyéb, a sport stratégiai fejlesztését szolgáló feladatok támogatására";;;;3;298257
"F08";"F08a";"FJ20";20;23;6;1;0;0;"Versenysport és olimpiai felkészülés szakmai támogatása";2010;;2010;4;298268
"F08";"F08a";"FJ20";20;23;6;2;0;0;"Sporteredmények, sportszakmai tevékenység anyagi elismerése";2645,8;;2645,8;4;298279
"F08";"F08a";"FJ20";20;23;6;4;0;0;"Doppingellenes tevékenység sportszakmai feladatai";187,7;;187,7;4;298291
"F08";"F08a";"FJ20";20;23;6;7;0;0;"Utánpótlás-nevelési feladatok";1994,7;;1994,7;4;250078
"F08";"F08a";"FJ20";20;23;6;8;0;0;"Fogyatékosok sportjának támogatása";327;;327;4;303024
"F08";"F08a";"FJ20";20;23;6;9;0;0;"Speciális világjátékok támogatása";186;;186;4;349539
"F08";"F08a";"FJ20";20;23;6;10;0;0;"Nem olimpiai sportágak szakmai támogatása";376;;376;4;343395
"F08";"F08a";"FJ20";20;23;7;0;0;0;"Sportteljesítmények elismerése, megbecsülése";140,2;;140,2;3;241889
"F08";"F08a";"FJ20";20;23;9;0;0;0;"Sportegészségügyi ellátás támogatása";131,4;;131,4;3;298280
"F08";"F08a";"FJ20";20;23;23;0;0;0;"Szabadidősport támogatása";477,4;;477,4;3;219833
"F08";"F08a";"FJ20";20;23;24;0;0;0;"Diák- és hallgatói sport támogatása";410,7;;410,7;3;298302
"F08";"F08a";"FJ20";20;23;25;0;0;0;"Sport népszerűsítésével összefüggő kiadások";22;;22;3;277112
"F08";"F08a";"FJ20";20;23;28;0;0;0;"Stratégiai és sporttudományi innovációs folyamatok működtetése és projektjei";32,7;;32,7;3;277156
"F08";"F08a";"FJ20";20;23;29;0;0;0;"Sportági fejlesztési koncepciók megvalósításával összefüggő feladatok támogatása";12479,4;;12479,4;3;340640
"F08";"F08a";"FJ20";20;23;30;0;0;0;"Kiemelt sportegyesületek működésének támogatása";1650;;1650;3;348806
"F08";"F08a";"FJ20";20;24;0;0;0;0;"Sportlétesítmények fejlesztése és kezelése";;;;2;250123
"F08";"F08a";"FJ20";20;24;11;0;0;0;"Sportlétesítmények fejlesztése és fenntartása";;;;3;301635
"F08";"F08a";"FJ20";20;24;11;2;0;0;"Állami, önkormányzati és egyéb sportlétesítmények fejlesztése, fenntartása";661,1;;661,1;4;277145
"F08";"F08a";"FJ20";20;24;11;3;0;0;"XIV. Nyári Európai Ifjúsági Olimpiai Fesztiválhoz (EYOF) kapcsolódó fejlesztések";1624,5;;1624,5;4;334751
"F08";"F08a";"FJ20";20;24;12;0;0;0;"Magyar Sport Háza támogatása";266,2;;266,2;3;250145
"F08";"F08a";"FJ20";20;24;14;0;0;0;"Nemzeti Stadionfejlesztési Program megvalósítása";;;;3;343828
"F08";"F08a";"FJ20";20;24;14;1;0;0;"Budapest Bozsik Stadion labdarúgó sportlétesítmény-fejlesztése";2100;;2100;4;344773
"F08";"F08a";"FJ20";20;24;14;2;0;0;"Győri ETO Futball Club labdarúgó sportlétesítmény-fejlesztése";240;;240;4;344784
"F08";"F08a";"FJ20";20;24;14;3;0;0;"Budapest Szusza Ferenc Stadion labdarúgó sportlétesítmény-fejlesztése";240;;240;4;344795
"F08";"F08a";"FJ20";20;24;14;4;0;0;"Pécs labdarúgó sportlétesítmény-fejlesztése";500;;500;4;344806
"F08";"F08a";"FJ20";20;24;14;5;0;0;"Nyíregyháza labdarúgó sportlétesítmény-fejlesztése";500;;500;4;344817
"F08";"F08a";"FJ20";20;24;14;6;0;0;"Budapest Illovszky Rudolf Stadion labdarúgó sportlétesítmény-fejlesztése";500;;500;4;344828
"F08";"F08a";"FJ20";20;24;14;7;0;0;"Zalaegerszeg labdarúgó sportlétesítmény-fejlesztése";500;;500;4;344839
"F08";"F08a";"FJ20";20;24;14;8;0;0;"Kaposvár labdarúgó sportlétesítmény-fejlesztése";240;;240;4;344840
"F08";"F08a";"FJ20";20;24;14;9;0;0;"Kecskemét labdarúgó sportlétesítmény-fejlesztése";240;;240;4;344851
"F08";"F08a";"FJ20";20;24;14;10;0;0;"Budapest Hidegkuti Nándor Stadion labdarúgó sportlétesítmény-fejlesztése";240;;240;4;344862
"F08";"F08a";"FJ20";20;24;14;11;0;0;"Paks labdarúgó sportlétesítmény-fejlesztése";240;;240;4;344873
"F08";"F08a";"FJ20";20;24;14;12;0;0;"Pápa labdarúgó sportlétesítmény-fejlesztése";240;;240;4;344884
"F08";"F08a";"FJ20";20;24;14;13;0;0;"Békéscsaba labdarúgó sportlétesítmény-fejlesztése";240;;240;4;344895
"F08";"F08a";"FJ20";20;24;14;14;0;0;"Mezőkövesd labdarúgó sportlétesítmény-fejlesztése";180;;180;4;344906
"F08";"F08a";"FJ20";20;24;14;26;0;0;"Kisvárda labdarúgó sportlétesítmény-fejlesztése";800;;800;4;345028
"F08";"F08a";"FJ20";20;24;14;27;0;0;"Nemzeti Stadionfejlesztési Program tartalékkerete";420;;420;4;345039
"F08";"F08a";"FJ20";20;24;15;0;0;0;"Nemzeti Olimpiai Központ beruházás támogatása";41272,2;;41272,2;3;343839
"F08";"F08a";"FJ20";20;24;16;0;0;0;"Tüskecsarnok és új uszodakomplexum beruházás támogatása";1451,2;;1451,2;3;343840
