Fofunkcio;Funkcio;Fejezet;Cím;Alcim;Jogcim1;Jogcim2;Ecs;Ke;Nev;Mûködési kiadás;Mûködési bevétel;Felhalmozási kiadás;Felhalmozási bevétel;Kiadas;Bevetel
F13;F13.b;19;00;00;00;00;00;00 ;XIX. UNIÓS FEJLESZTÉSEK;;;;;0,0;0,0
F13;F13.b;19;02;00;00;00;00;00 ;   Fejezeti kezelésû elõirányzatok;;;;;0,0;0,0
F13;F13.b;19;02;05;00;00;00;00 ;      Területi Együttmûködés;;;;;0,0;0,0
F13;F13.b;19;02;05;01;00;00;00 ;         Európai Területi Együttmûködés;;;;;0,0;0,0
F13;F13.a;19;02;05;01;03;00;00 ;            ETE HU-SER;153,6;123,4;106,7;109,5;260,3;232,9
F13;F13.a;19;02;05;01;04;00;00 ;            ETE HU-CRO;160,2;106,8;65,4;41,5;225,6;148,3
F13;F13.a;19;02;05;01;10;00;00 ;            ENPI HU-SK-RO-UA együttmûködési program;242,9;231,4;10,1;9,6;253,0;241,0
F13;F13.a;19;02;06;00;00;00;00 ;      Egyéb uniós elõirányzatok;;;;;0,0;0,0
F13;F13.a;19;02;06;03;00;00;00 ;         Svájci Alap támogatásából megvalósuló projektek;2 194,0;2 077,0;387,1;;2 581,1;2 077,0
F13;F13.a;19;02;06;06;00;00;00 ;         EGT, Norvég Alap támogatásból megvalósuló projektek 2009-2014;11 500,0;8 506,5;;;11 500,0;8 506,5
F13;F13.a;19;02;07;00;00;00;00 ;      Szakmai fejezeti kezelésû elõirányzatok;;;;;0,0;0,0
F13;F13.a;19;02;07;01;00;00;00 ;         EU támogatások felhasználásához szükséges technikai segítségnyújtás;424,6;;12,9;;437,5;0,0
F13;F13.a;19;02;07;02;00;00;00 ;         Széchenyi Programiroda Tanácsadó és Szolgáltató Nonprofit Kft uniós feladatainak  támogatása;900,0;;;;900,0;0,0
F01;F01.a;19;02;07;08;00;00;00 ;         Állami költségvetési kedvezményezettek sajáterõ támogatása;616,6;;30 215,2;;30 831,8;0,0
F12;F12.d;19;02;07;11;00;00;00 ;         Tömegközlekedési hálózat továbbfejlesztésének támogatása;;;10 000,0;;10 000,0;0,0
F13;F13.a;19;02;08;00;00;00;00 ;      Európai uniós programokhoz kapcsolódó tartalék;4 926,4;;;;4 926,4;0,0
F13;F13.a;19;02;09;00;00;00;00 ;      2014-2020 közötti kohéziós politikai operatív programok;;;;;0,0;0,0
F13;F13.a;19;02;09;01;00;00;00 ;         Gazdaságfejlesztés és Innovációs OP (GINOP);68 138,0;64 700,2;492 172,0;467 340,3;560 310,0;532 040,5
F13;F13.a;19;02;09;02;00;00;00 ;         Versenyképes Közép-Magyarország OP (VEKOP);8 325,7;3 021,9;59 542,6;21 612,1;67 868,3;24 634,0
F13;F13.a;19;02;09;03;00;00;00 ;         Terület- és Településfejlesztési OP (TOP);28 282,4;19 496,6;192 377,4;132 616,6;220 659,8;152 113,2
F12;F12.d;19;02;09;04;00;00;00 ;         Integrált Közlekedésfejlesztési OP (IKOP);47 544,1;27 321,2;403 840,3;232 066,8;451 384,4;259 388,0
F14;F14;19;02;09;05;00;00;00 ;         Környezet és Energetikai Hatékonysági OP (KEHOP);42 641,3;26 437,6;316 958,7;196 514,4;359 600,0;222 952,0
F04;F04.d;19;02;09;06;00;00;00 ;         Emberi Erõforrás Fejlesztési OP (EFOP);100 043,7;75 032,9;54 100,7;40 575,5;154 144,4;115 608,4
F01;F01.a;19;02;09;07;00;00;00 ;         Közigazgatás- és Közszolgáltatás Fejlesztési OP (KÖFOP);27 706,6;15 670,7;32 405,5;18 328,3;60 112,1;33 999,0
F06;F06.g;19;02;09;08;00;00;00 ;         Rászoruló Személyeket Támogató OP (RSZTOP);8 560,0;7 276,0;;;8 560,0;7 276,0
F06;F06.g;19;02;10;00;00;00;00 ;      Európai Területi Együttmûködés (2014-2020);;;;;0,0;0,0
F06;F06.g;19;02;10;06;00;00;00 ;         ETE határmenti programok 2014-2020;;;;;0,0;0,0
F13;F13.a;19;02;10;06;01;00;00 ;"            	SKHU ETE program";1 701,6;;2 255,4;;3 957,0;0,0
F13;F13.a;19;02;10;06;02;00;00 ;"            	ROHU ETE program";3 227,1;;5 494,3;;8 721,4;0,0
F13;F13.a;19;02;10;06;03;00;00 ;"            	HU-SER IPA program";1 515,1;;1 052,8;;2 567,9;0,0
F13;F13.a;19;02;10;06;04;00;00 ;"            	HU-CRO ETE program";563,2;;230,0;;793,2;0,0
F13;F13.a;19;02;10;06;05;00;00 ;"            	AU-HU ETE program";2 084,4;;86,8;;2 171,2;0,0
F13;F13.a;19;02;10;06;06;00;00 ;"            	SI-HU ETE program";299,6;;6,1;;305,7;0,0
F13;F13.a;19;02;10;06;07;00;00 ;"            	ENI programok";216,5;;8,4;;224,9;0,0
F13;F13.a;19;02;12;00;00;00;00 ;      Vidékfejlesztési és halászati programok 2014-2020;;;;;0,0;0,0
F10;F10;19;02;12;01;00;00;00 ;         Vidékfejlesztési Program;203 350,2;172 847,7;;;203 350,2;172 847,7
F10;F10;19;02;12;02;00;00;00 ;         Magyar Halgazdálkodási Operatív Program;1 626,7;1 382,7;;;1 626,7;1 382,7
F10;F10;19;02;12;03;00;00;00 ;         Vidékfejlesztési és halászati programok technikai segítségnyújtása;1 125,0;;;;1 125,0;0,0
F10;F10;19;02;14;00;00;00;00 ;      Árfolyamkockázat és egyéb, EU által nem térített kiadások;;;;;0,0;0,0
F10;F10;19;02;14;01;00;00;00 ;         Uniós programok árfolyam-különbözete;100,0;;;;100,0;0,0
F01;F01.a;19;02;16;00;00;00;00 ;      Fejezeti stabilitási tartalék;476,3;;;;476,3;0,0
F01;F01.a;20;00;00;00;00;00;00 ;XX. EMBERI ERÕFORRÁSOK MINISZTÉRIUMA;;;;;0,0;0,0
F01;F01.a;20;01;00;00;00;00;00 ;   Emberi Erõforrások Minisztériuma igazgatása;;5 904,2;;;0,0;5 904,2
F01;F01.a;20;01;00;00;00;01;00 ;      Mûködési költségvetés;;;;;0,0;0,0
F01;F01.a;20;01;00;00;00;01;01 ;         Személyi juttatások;9 846,1;;;;9 846,1;0,0
F01;F01.a;20;01;00;00;00;01;02 ;         Munkaadókat terhelõ járulékok és szociális hozzájárulási adó;2 690,8;;;;2 690,8;0,0
F01;F01.a;20;01;00;00;00;01;03 ;         Dologi kiadások;3 715,8;;;;3 715,8;0,0
F01;F01.a;20;01;00;00;00;01;05 ;         Egyéb mûködési célú kiadások;861,0;;;;861,0;0,0
F01;F01.a;20;01;00;00;00;02;00 ;      Felhalmozási költségvetés;;;;;0,0;0,0
F01;F01.a;20;01;00;00;00;02;06 ;         Beruházások;;;51,1;;51,1;0,0
F01;F01.a;20;02;00;00;00;00;00 ;   Szociális és gyermekvédelmi intézményrendszer;;;;;0,0;0,0
F06;F06.g;20;02;03;00;00;00;00 ;      Szociális és gyermekvédelmi, gyermekjóléti feladatellátás és irányítás intézményei;;23 880,2;;1,0;0,0;23 881,2
F06;F06.g;20;02;03;00;00;01;00 ;         Mûködési költségvetés;;;;;0,0;0,0
F06;F06.g;20;02;03;00;00;01;01 ;            Személyi juttatások;68 886,4;;;;68 886,4;0,0
F06;F06.g;20;02;03;00;00;01;02 ;            Munkaadókat terhelõ járulékok és szociális hozzájárulási adó;16 595,0;;;;16 595,0;0,0
F06;F06.g;20;02;03;00;00;01;03 ;            Dologi kiadások;22 729,5;;;;22 729,5;0,0
F06;F06.g;20;02;03;00;00;01;04 ;            Ellátottak pénzbeli juttatásai;3 016,2;;;;3 016,2;0,0
F06;F06.g;20;02;03;00;00;01;05 ;            Egyéb mûködési célú kiadások;42,6;;;;42,6;0,0
F06;F06.g;20;02;03;00;00;02;00 ;         Felhalmozási költségvetés;;;;;0,0;0,0
F06;F06.g;20;02;03;00;00;02;06 ;            Beruházások;;;172,4;;172,4;0,0
F06;F06.g;20;02;03;00;00;02;07 ;            Felújítások;;;3,6;;3,6;0,0
F05;F05.e;20;02;04;00;00;00;00 ;      Nemzeti Rehabilitációs és Szociális Hivatal;;234,4;;;0,0;234,4
F05;F05.e;20;02;04;00;00;01;00 ;         Mûködési költségvetés;;;;;0,0;0,0
F05;F05.e;20;02;04;00;00;01;01 ;            Személyi juttatások;1 786,8;;;;1 786,8;0,0
F05;F05.e;20;02;04;00;00;01;02 ;            Munkaadókat terhelõ járulékok és szociális hozzájárulási adó;458,9;;;;458,9;0,0
F05;F05.e;20;02;04;00;00;01;03 ;            Dologi kiadások;670,3;;;;670,3;0,0
F05;F05.e;20;02;04;00;00;02;00 ;         Felhalmozási költségvetés;;;;;0,0;0,0
F05;F05.e;20;02;04;00;00;02;06 ;            Beruházások;;;110,8;;110,8;0,0
F05;F05.e;20;02;04;00;00;02;07 ;            Felújítások;;;2,3;;2,3;0,0
F06;F06.g;20;02;05;00;00;00;00 ;      Család-, Ifjúság- és Népesedéspolitikai Intézet;;13,3;;;0,0;13,3
F06;F06.g;20;02;05;00;00;01;00 ;         Mûködési költségvetés;;;;;0,0;0,0
F06;F06.g;20;02;05;00;00;01;01 ;            Személyi juttatások;371,5;;;;371,5;0,0
F06;F06.g;20;02;05;00;00;01;02 ;            Munkaadókat terhelõ járulékok és szociális hozzájárulási adó;105,4;;;;105,4;0,0
F06;F06.g;20;02;05;00;00;01;03 ;            Dologi kiadások;155,9;;;;155,9;0,0
F06;F06.g;20;02;05;00;00;02;00 ;         Felhalmozási költségvetés;;;;;0,0;0,0
F06;F06.g;20;02;05;00;00;02;06 ;            Beruházások;;;1,1;;1,1;0,0
F08;F08.b;20;03;00;00;00;00;00 ;   Nemzeti Kulturális Alap Igazgatósága;;1 107,9;;40,5;0,0;1 148,4
F08;F08.b;20;03;00;00;00;01;00 ;      Mûködési költségvetés;;;;;0,0;0,0
F08;F08.b;20;03;00;00;00;01;01 ;         Személyi juttatások;592,8;;;;592,8;0,0
F08;F08.b;20;03;00;00;00;01;02 ;         Munkaadókat terhelõ járulékok és szociális hozzájárulási adó;173,9;;;;173,9;0,0
F08;F08.b;20;03;00;00;00;01;03 ;         Dologi kiadások;288,1;;;;288,1;0,0
F08;F08.b;20;03;00;00;00;01;05 ;         Egyéb mûködési célú kiadások;134,2;;;;134,2;0,0
F08;F08.b;20;03;00;00;00;02;00 ;      Felhalmozási költségvetés;;;;;0,0;0,0
F08;F08.b;20;03;00;00;00;02;06 ;         Beruházások;;;57,5;;57,5;0,0
F08;F08.b;20;04;00;00;00;00;00 ;   Egyéb kulturális intézmények;;483,9;;1,2;0,0;485,1
F08;F08.b;20;04;00;00;00;01;00 ;      Mûködési költségvetés;;;;;0,0;0,0
F08;F08.b;20;04;00;00;00;01;01 ;         Személyi juttatások;1 633,8;;;;1 633,8;0,0
F08;F08.b;20;04;00;00;00;01;02 ;         Munkaadókat terhelõ járulékok és szociális hozzájárulási adó;436,1;;;;436,1;0,0
F08;F08.b;20;04;00;00;00;01;03 ;         Dologi kiadások;1 075,4;;;;1 075,4;0,0
F08;F08.b;20;04;00;00;00;02;00 ;      Felhalmozási költségvetés;;;;;0,0;0,0
F08;F08.b;20;04;00;00;00;02;06 ;         Beruházások;;;122,4;;122,4;0,0
F08;F08.b;20;04;00;00;00;02;07 ;         Felújítások;;;4,6;;4,6;0,0
F08;F08.b;20;04;00;00;00;02;08 ;         Egyéb felhalmozási célú kiadások;;;1,2;;1,2;0,0
F04;F04.c;20;05;00;00;00;00;00 ;   Egyetemek, fõiskolák;;289 049,5;;33 907,1;0,0;322 956,6
F04;F04.c;20;05;00;00;00;01;00 ;      Mûködési költségvetés;;;;;0,0;0,0
F04;F04.c;20;05;00;00;00;01;01 ;         Személyi juttatások;195 004,7;;;;195 004,7;0,0
F04;F04.c;20;05;00;00;00;01;02 ;         Munkaadókat terhelõ járulékok és szociális hozzájárulási adó;53 619,0;;;;53 619,0;0,0
F04;F04.c;20;05;00;00;00;01;03 ;         Dologi kiadások;178 031,1;;;;178 031,1;0,0
F04;F04.c;20;05;00;00;00;01;04 ;         Ellátottak pénzbeli juttatásai;28 523,0;;;;28 523,0;0,0
F04;F04.c;20;05;00;00;00;01;05 ;         Egyéb mûködési célú kiadások;1 271,7;;;;1 271,7;0,0
F04;F04.c;20;05;00;00;00;02;00 ;      Felhalmozási költségvetés;;;;;0,0;0,0
F04;F04.c;20;05;00;00;00;02;06 ;         Beruházások;;;57 532,4;;57 532,4;0,0
F04;F04.c;20;05;00;00;00;02;07 ;         Felújítások;;;13 781,9;;13 781,9;0,0
F04;F04.c;20;05;00;00;00;02;08 ;         Egyéb felhalmozási célú kiadások;;;73,0;;73,0;0,0
F04;F04.c;20;06;00;00;00;00;00 ;   Egyéb oktatási intézmények;;;;;0,0;0,0
F04;F04.d;20;06;01;00;00;00;00 ;      Oktatási Hivatal;;510,0;;;0,0;510,0
F04;F04.d;20;06;01;00;00;01;00 ;         Mûködési költségvetés;;;;;0,0;0,0
F04;F04.d;20;06;01;00;00;01;01 ;            Személyi juttatások;4 342,9;;;;4 342,9;0,0
F04;F04.d;20;06;01;00;00;01;02 ;            Munkaadókat terhelõ járulékok és szociális hozzájárulási adó;1 186,8;;;;1 186,8;0,0
F04;F04.d;20;06;01;00;00;01;03 ;            Dologi kiadások;1 389,3;;;;1 389,3;0,0
F04;F04.d;20;06;01;00;00;02;00 ;         Felhalmozási költségvetés;;;;;0,0;0,0
F04;F04.d;20;06;01;00;00;02;06 ;            Beruházások;;;8,0;;8,0;0,0
F04;F04.d;20;06;02;00;00;00;00 ;      Oktatáskutató és Fejlesztõ Intézet;;3 950,0;;;0,0;3 950,0
F04;F04.d;20;06;02;00;00;01;00 ;         Mûködési költségvetés;;;;;0,0;0,0
F04;F04.d;20;06;02;00;00;01;01 ;            Személyi juttatások;2 415,5;;;;2 415,5;0,0
F04;F04.d;20;06;02;00;00;01;02 ;            Munkaadókat terhelõ járulékok és szociális hozzájárulási adó;678,6;;;;678,6;0,0
F04;F04.d;20;06;02;00;00;01;03 ;            Dologi kiadások;2 092,5;;;;2 092,5;0,0
F04;F04.d;20;06;02;00;00;02;00 ;         Felhalmozási költségvetés;;;;;0,0;0,0
F04;F04.d;20;06;02;00;00;02;06 ;            Beruházások;;;406,0;;406,0;0,0
F04;F04.d;20;06;02;00;00;02;07 ;            Felújítások;;;4,0;;4,0;0,0
F04;F04.d;20;07;00;00;00;00;00 ;   Egészségügyi és gyógyszerészeti hatósági feladatokat ellátó intézmények;;;;;0,0;0,0
F05;F05.d;20;07;01;00;00;00;00 ;      Országos Gyógyszerészeti és Élelmezés-egészségügyi Intézet;;2 934,5;;;0,0;2 934,5
F05;F05.d;20;07;01;00;00;01;00 ;         Mûködési költségvetés;;;;;0,0;0,0
F05;F05.d;20;07;01;00;00;01;01 ;            Személyi juttatások;2 048,2;;;;2 048,2;0,0
F05;F05.d;20;07;01;00;00;01;02 ;            Munkaadókat terhelõ járulékok és szociális hozzájárulási adó;510,8;;;;510,8;0,0
F05;F05.d;20;07;01;00;00;01;03 ;            Dologi kiadások;553,4;;;;553,4;0,0
F05;F05.d;20;07;01;00;00;02;00 ;         Felhalmozási költségvetés;;;;;0,0;0,0
F05;F05.d;20;07;01;00;00;02;06 ;            Beruházások;;;102,7;;102,7;0,0
F05;F05.d;20;07;01;00;00;02;07 ;            Felújítások;;;20,0;;20,0;0,0
F05;F05.d;20;07;02;00;00;00;00 ;      Egészségügyi Nyilvántartási és Képzési Központ;;639,0;;;0,0;639,0
F05;F05.d;20;07;02;00;00;01;00 ;         Mûködési költségvetés;;;;;0,0;0,0
F05;F05.d;20;07;02;00;00;01;01 ;            Személyi juttatások;8 660,5;;;;8 660,5;0,0
F05;F05.d;20;07;02;00;00;01;02 ;            Munkaadókat terhelõ járulékok és szociális hozzájárulási adó;1 411,8;;;;1 411,8;0,0
F05;F05.d;20;07;02;00;00;01;03 ;            Dologi kiadások;664,0;;;;664,0;0,0
F05;F05.d;20;07;02;00;00;02;00 ;         Felhalmozási költségvetés;;;;;0,0;0,0
F05;F05.d;20;07;02;00;00;02;06 ;            Beruházások;;;28,1;;28,1;0,0
F05;F05.e;20;08;00;00;00;00;00 ;   Országos Betegjogi, Ellátottjogi, Gyermekjogi és Dokumentációs Központ;;10,0;;;0,0;10,0
F05;F05.e;20;08;00;00;00;01;00 ;      Mûködési költségvetés;;;;;0,0;0,0
F05;F05.e;20;08;00;00;00;01;01 ;         Személyi juttatások;501,6;;;;501,6;0,0
F05;F05.e;20;08;00;00;00;01;02 ;         Munkaadókat terhelõ járulékok és szociális hozzájárulási adó;124,6;;;;124,6;0,0
F05;F05.e;20;08;00;00;00;01;03 ;         Dologi kiadások;127,5;;;;127,5;0,0
F05;F05.e;20;08;00;00;00;02;00 ;      Felhalmozási költségvetés;;;;;0,0;0,0
F05;F05.e;20;08;00;00;00;02;06 ;         Beruházások;;;30,6;;30,6;0,0
F05;F05.e;20;08;00;00;00;02;07 ;         Felújítások;;;5,0;;5,0;0,0
F04;F04.d;20;09;00;00;00;00;00 ;   Türr István Képzõ és Kutató Intézet;;1 500,0;;;0,0;1 500,0
F04;F04.d;20;09;00;00;00;01;00 ;      Mûködési költségvetés;;;;;0,0;0,0
F04;F04.d;20;09;00;00;00;01;01 ;         Személyi juttatások;1 600,3;;;;1 600,3;0,0
F04;F04.d;20;09;00;00;00;01;02 ;         Munkaadókat terhelõ járulékok és szociális hozzájárulási adó;362,0;;;;362,0;0,0
F04;F04.d;20;09;00;00;00;01;03 ;         Dologi kiadások;777,7;;;;777,7;0,0
F04;F04.d;20;10;00;00;00;00;00 ;   Gyógyító-megelõzõ ellátás szakintézetei;;;;;0,0;0,0
F05;F05.e;20;10;01;00;00;00;00 ;      Állami Egészségügyi Ellátó Központ;;544,5;;;0,0;544,5
F05;F05.e;20;10;01;00;00;01;00 ;         Mûködési költségvetés;;;;;0,0;0,0
F05;F05.e;20;10;01;00;00;01;01 ;            Személyi juttatások;4 851,1;;;;4 851,1;0,0
F05;F05.e;20;10;01;00;00;01;02 ;            Munkaadókat terhelõ járulékok és szociális hozzájárulási adó;1 233,2;;;;1 233,2;0,0
F05;F05.e;20;10;01;00;00;01;03 ;            Dologi kiadások;2 066,5;;;;2 066,5;0,0
F05;F05.e;20;10;01;00;00;02;00 ;         Felhalmozási költségvetés;;;;;0,0;0,0
F05;F05.e;20;10;01;00;00;02;06 ;            Beruházások;;;100,0;;100,0;0,0
F05;F05.a;20;10;02;00;00;00;00 ;      Gyógyító-megelõzõ ellátás intézetei;;528 461,9;;28,3;0,0;528 490,2
F05;F05.a;20;10;02;00;00;01;00 ;         Mûködési költségvetés;;;;;0,0;0,0
F05;F05.a;20;10;02;00;00;01;01 ;            Személyi juttatások;226 632,8;;;;226 632,8;0,0
F05;F05.a;20;10;02;00;00;01;02 ;            Munkaadókat terhelõ járulékok és szociális hozzájárulási adó;61 275,8;;;;61 275,8;0,0
F05;F05.a;20;10;02;00;00;01;03 ;            Dologi kiadások;234 438,4;;;;234 438,4;0,0
F05;F05.a;20;10;02;00;00;01;04 ;            Ellátottak pénzbeli juttatásai;56,4;;;;56,4;0,0
F05;F05.a;20;10;02;00;00;01;05 ;            Egyéb mûködési célú kiadások;273,2;;;;273,2;0,0
F05;F05.a;20;10;02;00;00;02;00 ;         Felhalmozási költségvetés;;;;;0,0;0,0
F05;F05.a;20;10;02;00;00;02;06 ;            Beruházások;;;5 601,2;;5 601,2;0,0
F05;F05.a;20;10;02;00;00;02;07 ;            Felújítások;;;1 369,1;;1 369,1;0,0
F05;F05.a;20;10;02;00;00;02;08 ;            Egyéb felhalmozási célú kiadások;;;38,9;;38,9;0,0
F08;F08.b;20;11;00;00;00;00;00 ;   Közgyûjtemények;;3 235,8;;5,0;0,0;3 240,8
F08;F08.b;20;11;00;00;00;01;00 ;      Mûködési költségvetés;;;;;0,0;0,0
F08;F08.b;20;11;00;00;00;01;01 ;         Személyi juttatások;8 184,9;;;;8 184,9;0,0
F08;F08.b;20;11;00;00;00;01;02 ;         Munkaadókat terhelõ járulékok és szociális hozzájárulási adó;2 231,7;;;;2 231,7;0,0
F08;F08.b;20;11;00;00;00;01;03 ;         Dologi kiadások;6 340,9;;;;6 340,9;0,0
F08;F08.b;20;11;00;00;00;01;05 ;         Egyéb mûködési célú kiadások;6,1;;;;6,1;0,0
F08;F08.b;20;11;00;00;00;02;00 ;      Felhalmozási költségvetés;;;;;0,0;0,0
F08;F08.b;20;11;00;00;00;02;06 ;         Beruházások;;;12 388,9;;12 388,9;0,0
F08;F08.b;20;11;00;00;00;02;07 ;         Felújítások;;;277,6;;277,6;0,0
F08;F08.b;20;12;00;00;00;00;00 ;   Mûvészeti intézmények;;5 661,9;;;0,0;5 661,9
F08;F08.b;20;12;00;00;00;01;00 ;      Mûködési költségvetés;;;;;0,0;0,0
F08;F08.b;20;12;00;00;00;01;01 ;         Személyi juttatások;8 331,5;;;;8 331,5;0,0
F08;F08.b;20;12;00;00;00;01;02 ;         Munkaadókat terhelõ járulékok és szociális hozzájárulási adó;2 202,5;;;;2 202,5;0,0
F08;F08.b;20;12;00;00;00;01;03 ;         Dologi kiadások;6 026,1;;;;6 026,1;0,0
F08;F08.b;20;12;00;00;00;01;05 ;         Egyéb mûködési célú kiadások;0,5;;;;0,5;0,0
F08;F08.b;20;12;00;00;00;02;00 ;      Felhalmozási költségvetés;;;;;0,0;0,0
F08;F08.b;20;12;00;00;00;02;06 ;         Beruházások;;;823,4;;823,4;0,0
F08;F08.b;20;12;00;00;00;02;07 ;         Felújítások;;;100,0;;100,0;0,0
F05;F05.a;20;14;00;00;00;00;00 ;   Országos Mentõszolgálat;;32 727,7;;;0,0;32 727,7
F05;F05.a;20;14;00;00;00;01;00 ;      Mûködési költségvetés;;;;;0,0;0,0
F05;F05.a;20;14;00;00;00;01;01 ;         Személyi juttatások;20 023,3;;;;20 023,3;0,0
F05;F05.a;20;14;00;00;00;01;02 ;         Munkaadókat terhelõ járulékok és szociális hozzájárulási adó;5 593,6;;;;5 593,6;0,0
F05;F05.a;20;14;00;00;00;01;03 ;         Dologi kiadások;8 280,5;;;;8 280,5;0,0
F05;F05.a;20;14;00;00;00;02;00 ;      Felhalmozási költségvetés;;;;;0,0;0,0
F05;F05.a;20;14;00;00;00;02;06 ;         Beruházások;;;2 250,0;;2 250,0;0,0
F08;F08.b;20;15;00;00;00;00;00 ;   Design Terminál Nemzeti Kreatívipari Központ;;5,0;;;0,0;5,0
F08;F08.b;20;15;00;00;00;01;00 ;      Mûködési költségvetés;;;;;0,0;0,0
F08;F08.b;20;15;00;00;00;01;01 ;         Személyi juttatások;225,1;;;;225,1;0,0
F08;F08.b;20;15;00;00;00;01;02 ;         Munkaadókat terhelõ járulékok és szociális hozzájárulási adó;60,7;;;;60,7;0,0
F08;F08.b;20;15;00;00;00;01;03 ;         Dologi kiadások;221,8;;;;221,8;0,0
F08;F08.b;20;15;00;00;00;02;00 ;      Felhalmozási költségvetés;;;;;0,0;0,0
F08;F08.b;20;15;00;00;00;02;06 ;         Beruházások;;;60,0;;60,0;0,0
F05;F05.d;20;16;00;00;00;00;00 ;   Országos Tisztifõorvosi Hivatal és intézményei, valamint egyéb népegészségügyi intézetek;;2 918,6;;;0,0;2 918,6
F05;F05.d;20;16;00;00;00;01;00 ;      Mûködési költségvetés;;;;;0,0;0,0
F05;F05.d;20;16;00;00;00;01;01 ;         Személyi juttatások;3 968,5;;;;3 968,5;0,0
F05;F05.d;20;16;00;00;00;01;02 ;         Munkaadókat terhelõ járulékok és szociális hozzájárulási adó;1 047,7;;;;1 047,7;0,0
F05;F05.d;20;16;00;00;00;01;03 ;         Dologi kiadások;9 982,6;;;;9 982,6;0,0
F05;F05.d;20;16;00;00;00;01;05 ;         Egyéb mûködési célú kiadások;285,8;;;;285,8;0,0
F05;F05.d;20;16;00;00;00;02;00 ;      Felhalmozási költségvetés;;;;;0,0;0,0
F05;F05.d;20;16;00;00;00;02;06 ;         Beruházások;;;116,2;;116,2;0,0
F05;F05.d;20;16;00;00;00;02;07 ;         Felújítások;;;35,3;;35,3;0,0
F05;F05.d;20;17;00;00;00;00;00 ;   Országos Vérellátó Szolgálat;;12 130,5;;;0,0;12 130,5
F05;F05.d;20;17;00;00;00;01;00 ;      Mûködési költségvetés;;;;;0,0;0,0
F05;F05.d;20;17;00;00;00;01;01 ;         Személyi juttatások;4 234,6;;;;4 234,6;0,0
F05;F05.d;20;17;00;00;00;01;02 ;         Munkaadókat terhelõ járulékok és szociális hozzájárulási adó;1 233,6;;;;1 233,6;0,0
F05;F05.d;20;17;00;00;00;01;03 ;         Dologi kiadások;7 755,6;;;;7 755,6;0,0
F05;F05.d;20;17;00;00;00;02;00 ;      Felhalmozási költségvetés;;;;;0,0;0,0
F05;F05.d;20;17;00;00;00;02;06 ;         Beruházások;;;480,0;;480,0;0,0
F05;F05.d;20;17;00;00;00;02;07 ;         Felújítások;;;70,0;;70,0;0,0
F04;F04.d;20;18;00;00;00;00;00 ;   Klebelsberg Intézményfenntartó Központ;;1 978,1;;;0,0;1 978,1
F04;F04.d;20;18;00;00;00;01;00 ;      Mûködési költségvetés;;;;;0,0;0,0
F04;F04.d;20;18;00;00;00;01;01 ;         Személyi juttatások;407 284,5;;;;407 284,5;0,0
F04;F04.d;20;18;00;00;00;01;02 ;         Munkaadókat terhelõ járulékok és szociális hozzájárulási adó;108 558,0;;;;108 558,0;0,0
F04;F04.d;20;18;00;00;00;01;03 ;         Dologi kiadások;22 827,5;;;;22 827,5;0,0
F04;F04.d;20;18;00;00;00;01;04 ;         Ellátottak pénzbeli juttatásai;1 969,4;;;;1 969,4;0,0
F04;F04.d;20;18;00;00;00;02;00 ;      Felhalmozási költségvetés;;;;;0,0;0,0
F04;F04.d;20;18;00;00;00;02;06 ;         Beruházások;;;0,4;;0,4;0,0
F01;F01.b;20;19;00;00;00;00;00 ;   Emberi Erõforrás Támogatáskezelõ;;26,0;;;0,0;26,0
F01;F01.b;20;19;00;00;00;01;00 ;      Mûködési költségvetés;;;;;0,0;0,0
F01;F01.b;20;19;00;00;00;01;01 ;         Személyi juttatások;716,2;;;;716,2;0,0
F01;F01.b;20;19;00;00;00;01;02 ;         Munkaadókat terhelõ járulékok és szociális hozzájárulási adó;190,3;;;;190,3;0,0
F01;F01.b;20;19;00;00;00;01;03 ;         Dologi kiadások;222,7;;;;222,7;0,0
F01;F01.b;20;20;00;00;00;00;00 ;   Fejezeti kezelésû elõirányzatok;;;;;0,0;0,0
F01;F01.b;20;20;02;00;00;00;00 ;      Normatív finanszírozás;;;;;0,0;0,0
F04;F04.c;20;20;02;02;00;00;00 ;         Nem állami felsõoktatási intézmények támogatása;17 181,8;;;;17 181,8;0,0
F04;F04.b;20;20;02;03;00;00;00 ;         Köznevelési célú humánszolgáltatás és mûködési támogatás;189 859,2;;;;189 859,2;0,0
F04;F04.d;20;20;02;04;00;00;00 ;         Hit- és erkölcstanoktatás és tankönyvtámogatás;4 892,1;;;;4 892,1;0,0
F04;F04.b;20;20;02;05;00;00;00 ;         Köznevelési szerzõdések;4 000,0;;;;4 000,0;0,0
F04;F04.b;20;20;03;00;00;00;00 ;      Felsõoktatási feladatok támogatása;;;;;0,0;0,0
F04;F04.c;20;20;03;01;00;00;00 ;         Felsõoktatás speciális feladatai;688,6;;;;688,6;0,0
F04;F04.c;20;20;03;02;00;00;00 ;         Lakitelek Népfõiskola támogatása;300,0;;;;300,0;0,0
F04;F04.c;20;20;03;03;00;00;00 ;         Kiválósági támogatások;11 044,1;;1 000,0;;12 044,1;0,0
F04;F04.c;20;20;03;04;00;00;00 ;         Felsõoktatási Struktúraátalakítási Alap;1 306,1;;905,6;;2 211,7;0,0
