"Fo";"Fofunkcio";"Funkcio";"Fejezet";"Cim";"Alcim";"Jogcim1";"Jogcim2";"Ecs";"Ke";"Nev";"Kiadas";"Bevetel";"Tamogatas";"AHTT";"Oszlop"
FALSE;"F04";"F04d";"FJ20";6;2;0;0;1;0;"Működési költségvetés";;;;343317;3
FALSE;"F04";"F04d";"FJ20";6;2;0;0;1;1;"Személyi juttatások";2415,5;;;343317;4
FALSE;"F04";"F04d";"FJ20";6;2;0;0;1;2;"Munkaadókat terhelő járulékok és szociális hozzájárulási adó";678,6;;;343317;4
FALSE;"F04";"F04d";"FJ20";6;2;0;0;1;3;"Dologi kiadások";2092,5;;;343317;4
FALSE;"F04";"F04d";"FJ20";6;2;0;0;2;0;"Felhalmozási költségvetés";;;;343317;3
FALSE;"F04";"F04d";"FJ20";6;2;0;0;2;6;"Beruházások";406;;;343317;4
FALSE;"F04";"F04d";"FJ20";6;2;0;0;2;7;"Felújítások";4;;;343317;4
FALSE;"F05";"F05d";"FJ20";7;0;0;0;0;0;"Egészségügyi és gyógyszerészeti hatósági feladatokat ellátó intézmények";;;;247101;1
FALSE;"F05";"F05d";"FJ20";7;1;0;0;0;0;"Országos Gyógyszerészeti és Élelmezés-egészségügyi Intézet";;2554,5;310,6;351417;2
FALSE;"F05";"F05d";"FJ20";7;1;0;0;1;0;"Működési költségvetés";;;;351417;3
FALSE;"F05";"F05d";"FJ20";7;1;0;0;1;1;"Személyi juttatások";1161,7;;;351417;4
FALSE;"F05";"F05d";"FJ20";7;1;0;0;1;2;"Munkaadókat terhelő járulékok és szociális hozzájárulási adó";272,9;;;351417;4
FALSE;"F05";"F05d";"FJ20";7;1;0;0;1;3;"Dologi kiadások";1407,8;;;351417;4
FALSE;"F05";"F05d";"FJ20";7;1;0;0;2;0;"Felhalmozási költségvetés";;;;351417;3
FALSE;"F05";"F05d";"FJ20";7;1;0;0;2;6;"Beruházások";22,7;;;351417;4
FALSE;"F05";"F05d";"FJ20";7;2;0;0;0;0;"Egészségügyi Nyilvántartási és Képzési Központ";;679,4;8117,2;351428;2
FALSE;"F05";"F05d";"FJ20";7;2;0;0;1;0;"Működési költségvetés";;;;351428;3
FALSE;"F05";"F05d";"FJ20";7;2;0;0;1;1;"Személyi juttatások";6776,7;;;351428;4
FALSE;"F05";"F05d";"FJ20";7;2;0;0;1;2;"Munkaadókat terhelő járulékok és szociális hozzájárulási adó";1305,1;;;351428;4
FALSE;"F05";"F05d";"FJ20";7;2;0;0;1;3;"Dologi kiadások";686,7;;;351428;4
FALSE;"F05";"F05d";"FJ20";7;2;0;0;2;0;"Felhalmozási költségvetés";;;;351428;3
FALSE;"F05";"F05d";"FJ20";7;2;0;0;2;6;"Beruházások";28,1;;;351428;4
FALSE;"F05";"F05e";"FJ20";8;0;0;0;0;0;"Országos Betegjogi, Ellátottjogi, Gyermekjogi és Dokumentációs Központ";;;789,3;333773;1
FALSE;"F05";"F05e";"FJ20";8;0;0;0;1;0;"Működési költségvetés";;;;333773;2
FALSE;"F05";"F05e";"FJ20";8;0;0;0;1;1;"Személyi juttatások";509,5;;;333773;3
FALSE;"F05";"F05e";"FJ20";8;0;0;0;1;2;"Munkaadókat terhelő járulékok és szociális hozzájárulási adó";126,7;;;333773;3
FALSE;"F05";"F05e";"FJ20";8;0;0;0;1;3;"Dologi kiadások";117,5;;;333773;3
FALSE;"F05";"F05e";"FJ20";8;0;0;0;2;0;"Felhalmozási költségvetés";;;;333773;2
FALSE;"F05";"F05e";"FJ20";8;0;0;0;2;6;"Beruházások";30,6;;;333773;3
FALSE;"F05";"F05e";"FJ20";8;0;0;0;2;7;"Felújítások";5;;;333773;3
FALSE;"F04";"F04d";"FJ20";9;0;0;0;0;0;"Türr István Képző és Kutató Intézet";;6450;1240;4624;1
FALSE;"F04";"F04d";"FJ20";9;0;0;0;1;0;"Működési költségvetés";;;;4624;2
FALSE;"F04";"F04d";"FJ20";9;0;0;0;1;1;"Személyi juttatások";2388,3;;;4624;3
FALSE;"F04";"F04d";"FJ20";9;0;0;0;1;2;"Munkaadókat terhelő járulékok és szociális hozzájárulási adó";574;;;4624;3
FALSE;"F04";"F04d";"FJ20";9;0;0;0;1;3;"Dologi kiadások";3277,7;;;4624;3
FALSE;"F04";"F04d";"FJ20";9;0;0;0;2;0;"Felhalmozási költségvetés";;;;4624;2
FALSE;"F04";"F04d";"FJ20";9;0;0;0;2;6;"Beruházások";450;;;4624;3
FALSE;"F04";"F04d";"FJ20";9;0;0;0;2;7;"Felújítások";1000;;;4624;3
FALSE;"F05";"F05a";"FJ20";10;0;0;0;0;0;"Gyógyító-megelőző ellátás szakintézetei";;;;2972;1
FALSE;"F05";"F05e";"FJ20";10;1;0;0;0;0;"Állami Egészségügyi Ellátó Központ";;544,5;2776,3;331651;2
FALSE;"F05";"F05e";"FJ20";10;1;0;0;1;0;"Működési költségvetés";;;;331651;3
FALSE;"F05";"F05e";"FJ20";10;1;0;0;1;1;"Személyi juttatások";2386,5;;;331651;4
FALSE;"F05";"F05e";"FJ20";10;1;0;0;1;2;"Munkaadókat terhelő járulékok és szociális hozzájárulási adó";567,8;;;331651;4
FALSE;"F05";"F05e";"FJ20";10;1;0;0;1;3;"Dologi kiadások";266,5;;;331651;4
FALSE;"F05";"F05e";"FJ20";10;1;0;0;2;0;"Felhalmozási költségvetés";;;;331651;3
FALSE;"F05";"F05e";"FJ20";10;1;0;0;2;6;"Beruházások";100;;;331651;4
FALSE;"F05";"F05a";"FJ20";10;2;0;0;0;0;"Gyógyító-megelőző ellátás intézetei";;508974,1;1195,6;331662;2
FALSE;"F05";"F05a";"FJ20";10;2;0;0;1;0;"Működési költségvetés";;;;331662;3
FALSE;"F05";"F05a";"FJ20";10;2;0;0;1;1;"Személyi juttatások";222312,4;;;331662;4
FALSE;"F05";"F05a";"FJ20";10;2;0;0;1;2;"Munkaadókat terhelő járulékok és szociális hozzájárulási adó";59904,6;;;331662;4
FALSE;"F05";"F05a";"FJ20";10;2;0;0;1;3;"Dologi kiadások";220731,5;;;331662;4
FALSE;"F05";"F05a";"FJ20";10;2;0;0;1;4;"Ellátottak pénzbeli juttatásai";56,7;;;331662;4
FALSE;"F05";"F05a";"FJ20";10;2;0;0;1;5;"Egyéb működési célú kiadások";590,6;;;331662;4
FALSE;"F05";"F05a";"FJ20";10;2;0;0;2;0;"Felhalmozási költségvetés";;;;331662;3
FALSE;"F05";"F05a";"FJ20";10;2;0;0;2;6;"Beruházások";5277,3;;;331662;4
FALSE;"F05";"F05a";"FJ20";10;2;0;0;2;7;"Felújítások";1247,7;;;331662;4
FALSE;"F05";"F05a";"FJ20";10;2;0;0;2;8;"Egyéb felhalmozási célú kiadások";48,9;;;331662;4
FALSE;"F08";"F08b";"FJ20";11;0;0;0;0;0;"Közgyűjtemények";;3220,8;18395,3;218672;1
FALSE;"F08";"F08b";"FJ20";11;0;0;0;1;0;"Működési költségvetés";;;;218672;2
FALSE;"F08";"F08b";"FJ20";11;0;0;0;1;1;"Személyi juttatások";7997,5;;;218672;3
FALSE;"F08";"F08b";"FJ20";11;0;0;0;1;2;"Munkaadókat terhelő járulékok és szociális hozzájárulási adó";2167,5;;;218672;3
FALSE;"F08";"F08b";"FJ20";11;0;0;0;1;3;"Dologi kiadások";5189;;;218672;3
FALSE;"F08";"F08b";"FJ20";11;0;0;0;1;5;"Egyéb működési célú kiadások";6,1;;;218672;3
FALSE;"F08";"F08b";"FJ20";11;0;0;0;2;0;"Felhalmozási költségvetés";;;;218672;2
FALSE;"F08";"F08b";"FJ20";11;0;0;0;2;6;"Beruházások";6119,6;;;218672;3
FALSE;"F08";"F08b";"FJ20";11;0;0;0;2;7;"Felújítások";136,4;;;218672;3
FALSE;"F08";"F08b";"FJ20";12;0;0;0;0;0;"Művészeti intézmények";;6252;11672,1;218605;1
FALSE;"F08";"F08b";"FJ20";12;0;0;0;1;0;"Működési költségvetés";;;;218605;2
FALSE;"F08";"F08b";"FJ20";12;0;0;0;1;1;"Személyi juttatások";7604,8;;;218605;3
FALSE;"F08";"F08b";"FJ20";12;0;0;0;1;2;"Munkaadókat terhelő járulékok és szociális hozzájárulási adó";2034,5;;;218605;3
FALSE;"F08";"F08b";"FJ20";12;0;0;0;1;3;"Dologi kiadások";7410,9;;;218605;3
FALSE;"F08";"F08b";"FJ20";12;0;0;0;1;5;"Egyéb működési célú kiadások";0,5;;;218605;3
FALSE;"F08";"F08b";"FJ20";12;0;0;0;2;0;"Felhalmozási költségvetés";;;;218605;2
FALSE;"F08";"F08b";"FJ20";12;0;0;0;2;6;"Beruházások";773,4;;;218605;3
FALSE;"F08";"F08b";"FJ20";12;0;0;0;2;7;"Felújítások";100;;;218605;3
FALSE;"F05";"F05a";"FJ20";14;0;0;0;0;0;"Országos Mentőszolgálat";;32727,7;3119,7;2994;1
FALSE;"F05";"F05a";"FJ20";14;0;0;0;1;0;"Működési költségvetés";;;;2994;2
FALSE;"F05";"F05a";"FJ20";14;0;0;0;1;1;"Személyi juttatások";20023,3;;;2994;3
FALSE;"F05";"F05a";"FJ20";14;0;0;0;1;2;"Munkaadókat terhelő járulékok és szociális hozzájárulási adó";5593,6;;;2994;3
FALSE;"F05";"F05a";"FJ20";14;0;0;0;1;3;"Dologi kiadások";7980,5;;;2994;3
FALSE;"F05";"F05a";"FJ20";14;0;0;0;2;0;"Felhalmozási költségvetés";;;;2994;2
FALSE;"F05";"F05a";"FJ20";14;0;0;0;2;6;"Beruházások";2250;;;2994;3
FALSE;"F08";"F08b";"FJ20";15;0;0;0;0;0;"Design Terminál Nemzeti Kreatívipari Központ";;10,8;594,3;343228;1
FALSE;"F08";"F08b";"FJ20";15;0;0;0;1;0;"Működési költségvetés";;;;343228;2
FALSE;"F08";"F08b";"FJ20";15;0;0;0;1;1;"Személyi juttatások";250;;;343228;3
FALSE;"F08";"F08b";"FJ20";15;0;0;0;1;2;"Munkaadókat terhelő járulékok és szociális hozzájárulási adó";67,5;;;343228;3
FALSE;"F08";"F08b";"FJ20";15;0;0;0;1;3;"Dologi kiadások";227,6;;;343228;3
FALSE;"F08";"F08b";"FJ20";15;0;0;0;2;0;"Felhalmozási költségvetés";;;;343228;2
FALSE;"F08";"F08b";"FJ20";15;0;0;0;2;6;"Beruházások";60;;;343228;3
FALSE;"F05";"F05d";"FJ20";16;0;0;0;0;0;"Országos Tisztifőorvosi Hivatal és intézményei, valamint egyéb népegészségügyi intézetek";;2949,6;12587,5;2950;1
FALSE;"F05";"F05d";"FJ20";16;0;0;0;1;0;"Működési költségvetés";;;;2950;2
FALSE;"F05";"F05d";"FJ20";16;0;0;0;1;1;"Személyi juttatások";4023,6;;;2950;3
FALSE;"F05";"F05d";"FJ20";16;0;0;0;1;2;"Munkaadókat terhelő járulékok és szociális hozzájárulási adó";1062,6;;;2950;3
FALSE;"F05";"F05d";"FJ20";16;0;0;0;1;3;"Dologi kiadások";10013,6;;;2950;3
FALSE;"F05";"F05d";"FJ20";16;0;0;0;1;5;"Egyéb működési célú kiadások";285,8;;;2950;3
FALSE;"F05";"F05d";"FJ20";16;0;0;0;2;0;"Felhalmozási költségvetés";;;;2950;2
FALSE;"F05";"F05d";"FJ20";16;0;0;0;2;6;"Beruházások";116,2;;;2950;3
FALSE;"F05";"F05d";"FJ20";16;0;0;0;2;7;"Felújítások";35,3;;;2950;3
FALSE;"F05";"F05d";"FJ20";17;0;0;0;0;0;"Országos Vérellátó Szolgálat";;12130,5;1643,3;233507;1
FALSE;"F05";"F05d";"FJ20";17;0;0;0;1;0;"Működési költségvetés";;;;233507;2
FALSE;"F05";"F05d";"FJ20";17;0;0;0;1;1;"Személyi juttatások";4234,6;;;233507;3
FALSE;"F05";"F05d";"FJ20";17;0;0;0;1;2;"Munkaadókat terhelő járulékok és szociális hozzájárulási adó";1073,9;;;233507;3
FALSE;"F05";"F05d";"FJ20";17;0;0;0;1;3;"Dologi kiadások";7915,3;;;233507;3
FALSE;"F05";"F05d";"FJ20";17;0;0;0;2;0;"Felhalmozási költségvetés";;;;233507;2
FALSE;"F05";"F05d";"FJ20";17;0;0;0;2;6;"Beruházások";480;;;233507;3
FALSE;"F05";"F05d";"FJ20";17;0;0;0;2;7;"Felújítások";70;;;233507;3
FALSE;"F04";"F04d";"FJ20";18;0;0;0;0;0;"Klebelsberg Intézményfenntartó Központ";;12000;549264,9;334484;1
FALSE;"F04";"F04d";"FJ20";18;0;0;0;1;0;"Működési költségvetés";;;;334484;2
FALSE;"F04";"F04d";"FJ20";18;0;0;0;1;1;"Személyi juttatások";404484,7;;;334484;3
FALSE;"F04";"F04d";"FJ20";18;0;0;0;1;2;"Munkaadókat terhelő járulékok és szociális hozzájárulási adó";109167,5;;;334484;3
FALSE;"F04";"F04d";"FJ20";18;0;0;0;1;3;"Dologi kiadások";45612,7;;;334484;3
FALSE;"F04";"F04d";"FJ20";18;0;0;0;1;4;"Ellátottak pénzbeli juttatásai";2000;;;334484;3
FALSE;"F01";"F01b";"FJ20";19;0;0;0;0;0;"Emberi Erőforrás Támogatáskezelő";;26;1126,5;338139;1
FALSE;"F01";"F01b";"FJ20";19;0;0;0;1;0;"Működési költségvetés";;;;338139;2
FALSE;"F01";"F01b";"FJ20";19;0;0;0;1;1;"Személyi juttatások";716,3;;;338139;3
FALSE;"F01";"F01b";"FJ20";19;0;0;0;1;2;"Munkaadókat terhelő járulékok és szociális hozzájárulási adó";190,2;;;338139;3
FALSE;"F01";"F01b";"FJ20";19;0;0;0;1;3;"Dologi kiadások";246;;;338139;3
FALSE;"F16";"F16";"FJ20";20;0;0;0;0;0;"Fejezeti kezelésű előirányzatok";;;;5412;1
FALSE;"F16";"F16";"FJ20";20;2;0;0;0;0;"Normatív finanszírozás";;;;5708;2
FALSE;"F04";"F04c";"FJ20";20;2;2;0;0;0;"Nem állami felsőoktatási intézmények támogatása";17034,7;;17034,7;333795;3
FALSE;"F04";"F04b";"FJ20";20;2;3;0;0;0;"Köznevelési célú humánszolgáltatás és működési támogatás";166016,4;;166016,4;244234;3
FALSE;"F04";"F04d";"FJ20";20;2;4;0;0;0;"Hit- és erkölcstan oktatás és tankönyvtámogatás";3792,1;;3792,1;343328;3
FALSE;"F04";"F04b";"FJ20";20;2;5;0;0;0;"Köznevelési szerződések";4000;;4000;348728;3
FALSE;"F16";"F16";"FJ20";20;3;0;0;0;0;"Felsőoktatási feladatok támogatása";;;;198620;2
FALSE;"F04";"F04c";"FJ20";20;3;1;0;0;0;"Felsőoktatás speciális feladatai";438,6;;438,6;302891;3
FALSE;"F04";"F04c";"FJ20";20;3;2;0;0;0;"Lakitelek Népfőiskola támogatása";300;;300;297424;3
FALSE;"F04";"F04c";"FJ20";20;3;3;0;0;0;"Kiválósági támogatások";12044,1;;12044,1;338539;3
FALSE;"F04";"F04c";"FJ20";20;3;4;0;0;0;"Felsőoktatási Struktúraátalakítási Alap";5211,7;;5211,7;340639;3
FALSE;"F04";"F04c";"FJ20";20;3;5;0;0;0;"Francia Egyetem kialakítása a Szegedi Tudományegyetemen";40;;40;348651;3
FALSE;"F04";"F04c";"FJ20";20;3;6;0;0;0;"Felsőoktatási vagyongazdálkodási feladatok";5340;;5340;353795;3
FALSE;"F16";"F16";"FJ20";20;4;0;0;0;0;"Köznevelési feladatok támogatása";;;;198619;2
FALSE;"F04";"F04d";"FJ20";20;4;4;0;0;0;"Köznevelés speciális feladatainak támogatása";86,7;;86,7;255656;3
FALSE;"F04";"F04d";"FJ20";20;4;5;0;0;0;"Nemzeti Tehetség Program";2752,7;;2752,7;282178;3
FALSE;"F04";"F04d";"FJ20";20;4;8;0;0;0;"Szakmai, tanügy-igazgatási informatikai feladatok támogatása";440;;440;338495;3
FALSE;"F04";"F04d";"FJ20";20;4;11;0;0;0;"Kislétszámú hit- és erkölcstan oktatás kiegészítő támogatása";400;;400;343617;3
FALSE;"F04";"F04d";"FJ20";20;4;12;0;0;0;"Erzsébet program támogatása";4405,8;;4405,8;348573;3
FALSE;"F16";"F16";"FJ20";20;5;0;0;0;0;"Egyéb feladatok támogatása";;;;198642;2
FALSE;"F08";"F08b";"FJ20";20;5;1;0;0;0;"I. világháborús centenáriumi megemlékezések";1000;;1000;349428;3
FALSE;"F04";"F04d";"FJ20";20;5;18;0;0;0;"Határon túli oktatási és kulturális feladatok támogatása";;;;270190;3
FALSE;"F04";"F04d";"FJ20";20;5;18;1;0;0;"Határon túli felsőoktatási feladatok támogatása";451,4;;451,4;295002;4
FALSE;"F08";"F08b";"FJ20";20;5;18;2;0;0;"Határon túli kulturális feladatok támogatása";74,4;;74,4;295013;4
FALSE;"F08";"F08f";"FJ20";20;5;18;3;0;0;"Határtalanul! program támogatása";2000;;2000;343762;4
FALSE;"F04";"F04d";"FJ20";20;5;18;4;0;0;"Határon túli köznevelési feladatok támogatása";236,6;;236,6;348662;4
FALSE;"F06";"F06g";"FJ20";20;5;19;0;0;0;"Szociális ágazati fejlesztések, szolgáltatások és programok támogatása";34,8;;34,8;271512;3
FALSE;"F01";"F01c";"FJ20";20;8;0;0;0;0;"Nemzetközi kulturális és oktatási kapcsolatok programjai";;;;222947;2
FALSE;"F04";"F04d";"FJ20";20;8;1;0;0;0;"Nemzetközi kétoldalú oktatási és képzési programok";170,8;;170,8;302913;3
FALSE;"F04";"F04d";"FJ20";20;8;2;0;0;0;"Európai Uniós és nemzetközi oktatási és képzési programok";320,7;;320,7;302924;3
FALSE;"F04";"F04d";"FJ20";20;8;5;0;0;0;"Kétoldalú munkatervi feladatok";;;;244289;3
FALSE;"F08";"F08b";"FJ20";20;8;5;2;0;0;"Kétoldalú kulturális munkatervi feladatok";4;;4;295035;4
FALSE;"F08";"F08b";"FJ20";20;8;10;0;0;0;"Kulturális és oktatási szakdiplomáciai feladatok";;;;255912;3
FALSE;"F08";"F08b";"FJ20";20;8;10;2;0;0;"Kulturális szakdiplomáciai feladatok";5,4;;5,4;295079;4
FALSE;"F04";"F04d";"FJ20";20;9;0;0;0;0;"EU-tagsággal kapcsolatos feladatok";;;;255989;2
FALSE;"F08";"F08b";"FJ20";20;9;6;0;0;0;"EU-tagságból eredő együttműködések";;;;264234;3
FALSE;"F08";"F08b";"FJ20";20;9;6;2;0;0;"EU-tagságból eredő kulturális együttműködések";12,3;;12,3;295080;4
FALSE;"F16";"F16";"FJ20";20;11;0;0;0;0;"Kulturális feladatok és szervezetek támogatása";;;;256078;2
FALSE;"F08";"F08b";"FJ20";20;11;1;0;0;0;"Filmszakmai támogatások";69,8;;69,8;295102;3
FALSE;"F08";"F08b";"FJ20";20;11;2;0;0;0;"A KOGART támogatása";200;;200;351695;3
FALSE;"F08";"F08b";"FJ20";20;11;3;0;0;0;"Az Ópusztaszeri Nemzeti Történeti Emlékpark támogatása";228,8;;228,8;297435;3
FALSE;"F08";"F08b";"FJ20";20;11;5;0;0;0;"Kiemelt és/vagy közösségi nemzetközi és hazai kulturális fesztiválok és események támogatása";250;;250;351995;3
FALSE;"F04";"F04c";"FJ20";20;11;18;0;0;0;"Zeneakadémia működésének kiegészítő támogatása";500;;500;338506;3
FALSE;"F16";"F16";"FJ20";20;12;0;0;0;0;"Közkultúra, kulturális vidékfejlesztés és nemzetiségi kultúra";;;;256167;2
FALSE;"F08";"F08b";"FJ20";20;12;7;0;0;0;"Közkultúra, kulturális vidékfejlesztés és nemzetiségi kultúra támogatása";;;;271478;3
FALSE;"F08";"F08b";"FJ20";20;12;7;1;0;0;"Közgyűjteményi szakmai feladatok - közgyűjtemények nemzeti értékmentő programja";262,1;;262,1;295124;4
FALSE;"F08";"F08b";"FJ20";20;12;7;2;0;0;"Közművelődési szakmai feladatok";176,8;;176,8;295135;4
FALSE;"F08";"F08b";"FJ20";20;13;0;0;0;0;"Művészeti tevékenységek";;;;256245;2
FALSE;"F08";"F08b";"FJ20";20;13;4;0;0;0;"Művészeti tevékenységek és egyéb fejezeti feladatok támogatása";1257,9;;1257,9;271489;3
FALSE;"F08";"F08b";"FJ20";20;13;5;0;0;0;"Előadóművészeti törvény végrehajtásából adódó feladatok (működési és művészeti pályázatok)";1331,3;;1331,3;284867;3
FALSE;"F08";"F08b";"FJ20";20;13;9;0;0;0;"Közkönyvtári kölcsönzési jogdíjak";79,2;;79,2;331606;3
FALSE;"F08";"F08b";"FJ20";20;13;10;0;0;0;"Művészeti nyugdíjsegélyek megtérítése";1579,9;;1579,9;302180;3
FALSE;"F08";"F08b";"FJ20";20;13;11;0;0;0;"A Budapesti Tavaszi Fesztivál és a Budapesti Őszi Fesztivál megrendezésének támogatása";1950;;1950;343339;3
FALSE;"F08";"F08b";"FJ20";20;13;12;0;0;0;"Egyéb színházi támogatások";55,8;;55,8;343340;3
FALSE;"F08";"F08b";"FJ20";20;13;13;0;0;0;"A 100 Tagú Cigányzenekar támogatása";30;;30;285134;3
FALSE;"F05";"F05e";"FJ20";20;14;0;0;0;0;"A kábítószer-fogyasztás megelőzésével kapcsolatos feladatok";351,5;;351,5;228653;2
FALSE;"F08";"F08a";"FJ20";20;15;0;0;0;0;"Gyermek és ifjúsági szakmai feladatok";;;;228664;2
FALSE;"F08";"F08f";"FJ20";20;15;3;0;0;0;"Ifjúságpolitikai feladatok támogatása";;;;279845;3
FALSE;"F08";"F08f";"FJ20";20;15;3;2;0;0;"Gyermek és ifjúsági szakmafejlesztési célok";28,7;;28,7;277201;4
FALSE;"F08";"F08f";"FJ20";20;15;3;3;0;0;"Báthory István Magyar-Litván Együttműködési Alap";3;;3;343351;4
FALSE;"F08";"F08f";"FJ20";20;15;3;4;0;0;"Gyermek és Ifjúsági Alapprogram támogatása";65;;65;31831;4
FALSE;"F08";"F08f";"FJ20";20;15;3;5;0;0;"Új Nemzedék Központ Nonprofit Közhasznú Kft. támogatása";300;;300;348762;4
FALSE;"F06";"F06g";"FJ20";20;16;0;0;0;0;"Szociális szolgáltatások és egyéb szociális feladatok támogatása";;;;265501;2
FALSE;"F06";"F06g";"FJ20";20;16;1;0;0;0;"Szociális és gyermekjóléti szolgáltatások fejlesztése, szakmai feladatok támogatása";42,5;;42,5;271256;3
FALSE;"F06";"F06g";"FJ20";20;16;3;0;0;0;"Család- és ifjúságügyi fejlesztések, szolgáltatások és programok támogatása";35,3;;35,3;348673;3
FALSE;"F06";"F06f";"FJ20";20;16;6;0;0;0;"Családpolitikai Programok";654;;654;296513;3
FALSE;"F06";"F06f";"FJ20";20;16;7;0;0;0;"Családpolitikai célú pályázatok";83;;83;296524;3
FALSE;"F06";"F06f";"FJ20";20;16;9;0;0;0;"Karitatív Tanács tagjai által koordinált feladatok";18;;18;351706;3
FALSE;"F16";"F16";"FJ20";20;17;0;0;0;0;"Egyes szociális pénzbeli támogatások";;;;243145;2
FALSE;"F06";"F06f";"FJ20";20;17;1;0;0;0;"Gyermekvédelmi Lakás Alap";1540;;1540;59811;3
FALSE;"F06";"F06f";"FJ20";20;17;6;0;0;0;"Mozgáskorlátozottak szerzési és átalakítási támogatása";891;;891;258545;3
FALSE;"F06";"F06e";"FJ20";20;17;7;0;0;0;"GYES-en és GYED-en lévők hallgatói hitelének célzott támogatása";690;;690;243156;3
FALSE;"F06";"F06g";"FJ20";20;18;0;0;0;0;"Gyermekvédelmi szolgáltatások fejlesztése";113,9;;113,9;268990;2
FALSE;"F16";"F16";"FJ20";20;19;0;0;0;0;"Szociális célú humánszolgáltatások";;;;266190;2
FALSE;"F06";"F06g";"FJ20";20;19;1;0;0;0;"Szociális célú nem állami humánszolgáltatások támogatása";79415;;79415;244201;3
FALSE;"F06";"F06g";"FJ20";20;19;4;0;0;0;"Támogató szolgáltatások, közösségi ellátások, utcai szociális munka, krízisközpont és a Biztos Kezdet Gyerekház finanszírozása";4775,1;;4775,1;281334;3
FALSE;"F06";"F06g";"FJ20";20;19;7;0;0;0;"Szociális, gyermekjóléti és gyermekvédelmi feladatok ellátási szerződésekkel történő finanszírozása";523,6;;523,6;343640;3
FALSE;"F06";"F06g";"FJ20";20;19;8;0;0;0;"Szociális humánszolgáltatók részére biztosított szociális- és gyermekvédelmi ágazati pótlék, és egyéb ágazati bérrendezéssel összefüggő támogatások";3229;;3229;346473;3
FALSE;"F06";"F06g";"FJ20";20;19;9;0;0;0;"Állami és köztestületi szociális intézmények részére biztosított ágazati pótlék";5;;5;349140;3
FALSE;"F06";"F06g";"FJ20";20;19;10;0;0;0;"Egyes szociális és gyermekvédelmi szolgáltatások fejlesztési támogatása";200;;200;353784;3
FALSE;"F16";"F16";"FJ20";20;20;0;0;0;0;"Társadalmi kohéziót erősítő tárcaközi integrációs szociális programok";;;;255667;2
FALSE;"F06";"F06g";"FJ20";20;20;3;0;0;0;"Család, esélyteremtési és önkéntes házak, továbbá egyéb esélyteremtési programok támogatása";157,2;;157,2;294613;3
FALSE;"F06";"F06g";"FJ20";20;20;6;0;0;0;"Fogyatékos személyek esélyegyenlőségét elősegítő programok támogatása";112,6;;112,6;281367;3
FALSE;"F06";"F06g";"FJ20";20;20;8;0;0;0;"Jelnyelvi tolmácsszolgáltatás és elemi látásrehabilitáció támogatása";535;;535;298246;3
FALSE;"F06";"F06g";"FJ20";20;20;12;0;0;0;"Hajléktalanokhoz kapcsolódó közfeladatok ellátása";446,4;;446,4;304168;3
FALSE;"F06";"F06g";"FJ20";20;20;13;0;0;0;"Autista otthonok, értelmi sérült és halmozottan fogyatékosokat ellátó lakóotthonok támogatása";190;;190;304157;3
FALSE;"F16";"F16";"FJ20";20;22;0;0;0;0;"Egészségügyi ágazati előirányzatok";;;;3056;2
FALSE;"F05";"F05e";"FJ20";20;22;2;0;0;0;"Egészségügyi ellátási és fejlesztési feladatok";201,6;;201,6;263978;3
FALSE;"F05";"F05e";"FJ20";20;22;3;0;0;0;"Légimentés eszközpark bérlésével összefüggő kiadások";2092;;2092;270801;3
FALSE;"F05";"F05e";"FJ20";20;22;6;0;0;0;"Nem központi fenntartású Egészségfejlesztési Irodák támogatása";957,6;;957,6;349584;3
FALSE;"F05";"F05e";"FJ20";20;22;13;0;0;0;"Kisforgalmú gyógyszertárak működtetési támogatása";700;;700;271889;3
FALSE;"F05";"F05e";"FJ20";20;22;19;0;0;0;"Patika hitelprogram kamattámogatása";370;;370;343373;3
FALSE;"F05";"F05a";"FJ20";20;22;20;0;0;0;"Egészségügyi szakképzési (rezidens) rendszer működésének támogatása";6999;;6999;302991;3
FALSE;"F05";"F05e";"FJ20";20;22;24;0;0;0;"Egészségügyi intézmények rendkívüli támogatása";5510,2;5510,2;;343684;3
FALSE;"F05";"F05e";"FJ20";20;22;25;0;0;0;"Új budapesti kórház előkészítése";1000;;1000;352051;3
FALSE;"F05";"F05e";"FJ20";20;22;26;0;0;0;"Egyházi fenntartású egészségügyi intézmények kiegészítő támogatása";300;;300;354351;3
FALSE;"F16";"F16";"FJ20";20;23;0;0;0;0;"Sporttevékenység támogatása";;;;256589;2
FALSE;"F08";"F08a";"FJ20";20;23;4;0;0;0;"Versenysport támogatása";1307,7;;1307,7;25155;3
FALSE;"F08";"F08a";"FJ20";20;23;5;0;0;0;"Országos sportági szakszövetségek akadémia rendszerének kialakítása, továbbá az MLSZ feladatainak támogatása";7000;;7000;297446;3
FALSE;"F16";"F16";"FJ20";20;23;6;0;0;0;"Az olimpiai mozgalommal összefüggő, valamint egyéb, a sport stratégiai fejlesztését szolgáló feladatok támogatására";;;;298257;3
FALSE;"F08";"F08a";"FJ20";20;23;6;1;0;0;"Versenysport és olimpiai felkészülés szakmai támogatása";3162,3;;3162,3;298268;4
FALSE;"F08";"F08a";"FJ20";20;23;6;2;0;0;"Sporteredmények, sportszakmai tevékenység anyagi elismerése";2679,2;;2679,2;298279;4
